VL_LECZinSum,County,State,CountyStat,FIPS_5digi
7.0,Florida,12,Leon County,12073
44.0,Florida,12,Levy County,12075
,Florida,12,Liberty County,12077
305.0,Florida,12,Manatee County,12081
3.0,Florida,12,Marion County,12083
17.0,Florida,12,Martin County,12085
12.0,Florida,12,Miami0Dade County,12086
381.0,Florida,12,Monroe County,12087
110.0,Florida,12,Nassau County,12089
,Florida,12,Okaloosa County,12091
,Florida,12,Okeechobee County,12093
1.0,Florida,12,Orange County,12095
,Florida,12,Osceola County,12097
325.0,Florida,12,Palm Beach County,12099
617.0,Florida,12,Pasco County,12101
2258.0,Florida,12,Pinellas County,12103
111.0,Florida,12,Putnam County,12107
148.0,Florida,12,St. Johns County,12109
172.0,Florida,12,St. Lucie County,12111
71.0,Florida,12,Santa Rosa County,12113
305.0,Florida,12,Sarasota County,12115
35.0,Florida,12,Seminole County,12117
42.0,Florida,12,Taylor County,12123
381.0,Florida,12,Volusia County,12127
76.0,Florida,12,Wakulla County,12129
1150.0,Florida,12,Walton County,12131
15.0,Florida,12,Washington County,12133
1.0,Georgia,13,Brantley County,13025
195.0,Georgia,13,Bryan County,13029
594.0,Georgia,13,Camden County,13039
2.0,Georgia,13,Charlton County,13049
167.0,Georgia,13,Chatham County,13051
8.0,Georgia,13,Effingham County,13103
118.0,Georgia,13,Glynn County,13127
190.0,Georgia,13,Liberty County,13179
,Georgia,13,Long County,13183
23.0,Georgia,13,McIntosh County,13191
2.0,Georgia,13,Wayne County,13305
,Mississippi,28,George County,28039
103.0,Mississippi,28,Hancock County,28045
265.0,Mississippi,28,Harrison County,28047
277.0,Mississippi,28,Jackson County,28059
,Mississippi,28,Pearl River County,28109
347.0,North Carolina,37,Beaufort County,37013
10.0,North Carolina,37,Bertie County,37015
6.0,North Carolina,37,Bladen County,37017
783.0,North Carolina,37,Brunswick County,37019
74.0,North Carolina,37,Camden County,37029
194.0,North Carolina,37,Carteret County,37031
86.0,North Carolina,37,Chowan County,37041
15.0,North Carolina,37,Columbus County,37047
364.0,North Carolina,37,Craven County,37049
202.0,North Carolina,37,Currituck County,37053
109.0,North Carolina,37,Dare County,37055
4.0,North Carolina,37,Duplin County,37061
,North Carolina,37,Edgecombe County,37065
20.0,North Carolina,37,Gates County,37073
,North Carolina,37,Greene County,37079
,North Carolina,37,Halifax County,37083
3.0,North Carolina,37,Hertford County,37091
102.0,North Carolina,37,Hyde County,37095
64.0,North Carolina,37,Jones County,37103
7.0,North Carolina,37,Lenoir County,37107
,North Carolina,37,Martin County,37117
241.0,North Carolina,37,New Hanover County,37129
,North Carolina,37,Northampton County,37131
58.0,North Carolina,37,Onslow County,37133
224.0,North Carolina,37,Pamlico County,37137
168.0,North Carolina,37,Pasquotank County,37139
163.0,North Carolina,37,Pender County,37141
113.0,North Carolina,37,Perquimans County,37143
13.0,North Carolina,37,Pitt County,37147
1.0,North Carolina,37,Sampson County,37163
14.0,North Carolina,37,Tyrrell County,37177
201.0,North Carolina,37,Washington County,37187
420.0,South Carolina,45,Beaufort County,45013
44.0,South Carolina,45,Berkeley County,45015
916.0,South Carolina,45,Charleston County,45019
168.0,South Carolina,45,Colleton County,45029
41.0,South Carolina,45,Dorchester County,45035
1.0,South Carolina,45,Florence County,45041
264.0,South Carolina,45,Georgetown County,45043
3.0,South Carolina,45,Hampton County,45049
889.0,South Carolina,45,Horry County,45051
16.0,South Carolina,45,Jasper County,45053
2.0,South Carolina,45,Marion County,45067
28.0,South Carolina,45,Williamsburg County,45089
37.0,Connecticut,9,Fairfield County,9001
21.0,Connecticut,9,Hartford County,9003
52.0,Connecticut,9,Middlesex County,9007
179.0,Connecticut,9,New Haven County,9009
33.0,Connecticut,9,New London County,9011
25.0,Delaware,10,Kent County,10001
19.0,Delaware,10,New Castle County,10003
276.0,Delaware,10,Sussex County,10005
13.0,District Of Columbia,11,District Of Columbia,11001
42.0,Maine,23,Cumberland County,23005
12.0,Maine,23,Hancock County,23009
3.0,Maine,23,Kennebec County,23011
14.0,Maine,23,Knox County,23013
7.0,Maine,23,Lincoln County,23015
7.0,Maine,23,Penobscot County,23019
12.0,Maine,23,Sagadahoc County,23023
,Maine,23,Waldo County,23027
2.0,Maine,23,Washington County,23029
63.0,Maine,23,York County,23031
119.0,Maryland,24,Anne Arundel County,24003
107.0,Maryland,24,Baltimore County,24005
10.0,Maryland,24,Calvert County,24009
14.0,Maryland,24,Caroline County,24011
25.0,Maryland,24,Cecil County,24015
23.0,Maryland,24,Charles County,24017
62.0,Maryland,24,Dorchester County,24019
12.0,Maryland,24,Harford County,24025
,Maryland,24,Howard County,24027
26.0,Maryland,24,Kent County,24029
,Maryland,24,Montgomery County,24031
20.0,Maryland,24,Prince George's County,24033
26.0,Maryland,24,Queen Anne's County,24035
56.0,Maryland,24,St. Mary's County,24037
216.0,Maryland,24,Somerset County,24039
23.0,Maryland,24,Talbot County,24041
51.0,Maryland,24,Wicomico County,24045
73.0,Maryland,24,Worcester County,24047
20.0,Maryland,24,Baltimore City,24510
217.0,Massachusetts,25,Barnstable County,25001
218.0,Massachusetts,25,Bristol County,25005
120.0,Massachusetts,25,Dukes County,25007
106.0,Massachusetts,25,Essex County,25009
,Massachusetts,25,Hampden County,25013
123.0,Massachusetts,25,Middlesex County,25017
176.0,Massachusetts,25,Nantucket County,25019
16.0,Massachusetts,25,Norfolk County,25021
330.0,Massachusetts,25,Plymouth County,25023
165.0,Massachusetts,25,Suffolk County,25025
78.0,New Hampshire,33,Rockingham County,33015
1.0,New Hampshire,33,Strafford County,33017
57.0,New Jersey,34,Atlantic County,34001
,New Jersey,34,Bergen County,34003
108.0,New Jersey,34,Burlington County,34005
2.0,New Jersey,34,Camden County,34007
336.0,New Jersey,34,Cape May County,34009
2.0,New Jersey,34,Cumberland County,34011
71.0,New Jersey,34,Essex County,34013
62.0,New Jersey,34,Gloucester County,34015
,New Jersey,34,Hudson County,34017
,New Jersey,34,Mercer County,34021
,New Jersey,34,Middlesex County,34023
575.0,New Jersey,34,Monmouth County,34025
5.0,New Jersey,34,Ocean County,34029
,New Jersey,34,Passaic County,34031
116.0,New Jersey,34,Salem County,34033
,New Jersey,34,Somerset County,34035
,New Jersey,34,Union County,34039
22.0,New York,36,Albany County,36001
91.0,New York,36,Bronx County,36005
1.0,New York,36,Columbia County,36021
2.0,New York,36,Dutchess County,36027
3.0,New York,36,Greene County,36039
255.0,New York,36,Kings County,36047
1.0,New York,36,Nassau County,36059
172.0,New York,36,New York County,36061
,New York,36,Orange County,36071
,New York,36,Putnam County,36079
267.0,New York,36,Queens County,36081
16.0,New York,36,Rensselaer County,36083
135.0,New York,36,Richmond County,36085
12.0,New York,36,Rockland County,36087
5.0,New York,36,Saratoga County,36091
339.0,New York,36,Suffolk County,36103
3.0,New York,36,Ulster County,36111
20.0,New York,36,Westchester County,36119
3.0,Pennsylvania,42,Bucks County,42017
39.0,Pennsylvania,42,Delaware County,42045
92.0,Pennsylvania,42,Philadelphia County,42101
40.0,Rhode Island,44,Bristol County,44001
220.0,Rhode Island,44,Kent County,44003
79.0,Rhode Island,44,Newport County,44005
102.0,Rhode Island,44,Providence County,44007
63.0,Rhode Island,44,Washington County,44009
,Virginia,51,Accomack County,51001
,Virginia,51,Arlington County,51013
,Virginia,51,Caroline County,51033
,Virginia,51,Charles City County,51036
1.0,Virginia,51,Chesterfield County,51041
32.0,Virginia,51,Essex County,51057
12.0,Virginia,51,Fairfax County,51059
34.0,Virginia,51,Gloucester County,51073
,Virginia,51,Hanover County,51085
2.0,Virginia,51,Henrico County,51087
,Virginia,51,Isle of Wight County,51093
21.0,Virginia,51,James City County,51095
8.0,Virginia,51,King and Queen County,51097
7.0,Virginia,51,King George County,51099
26.0,Virginia,51,King William County,51101
39.0,Virginia,51,Lancaster County,51103
,Virginia,51,Mathews County,51115
27.0,Virginia,51,Middlesex County,51119
37.0,Virginia,51,New Kent County,51127
30.0,Virginia,51,Northampton County,51131
,Virginia,51,Northumberland County,51133
27.0,Virginia,51,Prince George County,51149
3.0,Virginia,51,Prince William County,51153
1.0,Virginia,51,Richmond County,51159
15.0,Virginia,51,Southampton County,51175
,Virginia,51,Spotsylvania County,51177
2.0,Virginia,51,Stafford County,51179
,Virginia,51,Surry County,51181
,Virginia,51,Westmoreland County,51193
23.0,Virginia,51,York County,51199
,Virginia,51,Alexandria City,51510
107.0,Virginia,51,Chesapeake City,51550
,Virginia,51,Colonial Heights City,51570
,Virginia,51,Franklin City,51620
,Virginia,51,Fredericksburg City,51630
87.0,Virginia,51,Hampton City,51650
,Virginia,51,Hopewell City,51670
26.0,Virginia,51,Newport News City,51700
146.0,Virginia,51,Norfolk City,51710
9.0,Virginia,51,Petersburg City,51730
10.0,Virginia,51,Poquoson City,51735
,Virginia,51,Portsmouth City,51740
4.0,Virginia,51,Richmond City,51760
5.0,Virginia,51,Suffolk City,51800
146.0,Virginia,51,Virginia Beach City,51810
,Virginia,51,Williamsburg City,51830
,Louisiana,22,Acadia Parish,22001
,Louisiana,22,Allen Parish,22003
,Louisiana,22,Ascension Parish,22005
,Louisiana,22,Assumption Parish,22007
,Louisiana,22,Beauregard Parish,22011
2.0,Louisiana,22,Calcasieu Parish,22019
117.0,Louisiana,22,Cameron Parish,22023
13.0,Louisiana,22,East Baton Rouge Parish,22033
632.0,Louisiana,22,Iberia Parish,22045
,Louisiana,22,Iberville Parish,22047
2.0,Louisiana,22,Jefferson Parish,22051
,Louisiana,22,Jefferson Davis Parish,22053
146.0,Louisiana,22,Lafayette Parish,22055
121.0,Louisiana,22,Lafourche Parish,22057
1.0,Louisiana,22,Livingston Parish,22063
945.0,Louisiana,22,Orleans Parish,22071
8.0,Louisiana,22,Plaquemines Parish,22075
,Louisiana,22,Pointe Coupee Parish,22077
,Louisiana,22,St. Bernard Parish,22087
498.0,Louisiana,22,St. Charles Parish,22089
61.0,Louisiana,22,St. James Parish,22093
,Louisiana,22,St. John the Baptist Parish,22095
5.0,Louisiana,22,St. Landry Parish,22097
439.0,Louisiana,22,St. Martin Parish,22099
1.0,Louisiana,22,St. Mary Parish,22101
1417.0,Louisiana,22,St. Tammany Parish,22103
108.0,Louisiana,22,Tangipahoa Parish,22105
,Louisiana,22,Terrebonne Parish,22109
21.0,Louisiana,22,Vermilion Parish,22113
122.0,Louisiana,22,West Baton Rouge Parish,22121
35.0,Texas,48,Aransas County,48007
450.0,Texas,48,Brazoria County,48039
36.0,Texas,48,Calhoun County,48057
83.0,Texas,48,Cameron County,48061
75.0,Texas,48,Chambers County,48071
582.0,Texas,48,Galveston County,48167
14.0,Texas,48,Hardin County,48199
2.0,Texas,48,Harris County,48201
9.0,Texas,48,Jackson County,48239
1.0,Texas,48,Jasper County,48241
6684.0,Texas,48,Jefferson County,48245
,Texas,48,Kenedy County,48261
1.0,Texas,48,Kleberg County,48273
8.0,Texas,48,Liberty County,48291
30.0,Texas,48,Matagorda County,48321
,Texas,48,Newton County,48351
297.0,Texas,48,Nueces County,48355
114.0,Texas,48,Orange County,48361
40.0,Texas,48,Refugio County,48391
,Texas,48,San Patricio County,48409
,Texas,48,Victoria County,48469
2.0,Texas,48,Willacy County,48489
