BUPR_LECZinSum,County,State,CountyStat,FIPS_5digi
579255.0,California,6,Alameda County,6001
4525.0,California,6,Colusa County,6011
374652.0,California,6,Contra Costa County,6013
4.0,California,6,Del Norte County,6015
9287.0,California,6,Humboldt County,6023
1904708.0,California,6,Los Angeles County,6037
111364.0,California,6,Marin County,6041
2.0,California,6,Mendocino County,6045
68601.0,California,6,Monterey County,6053
60264.0,California,6,Napa County,6055
495064.0,California,6,Orange County,6059
67606.0,California,6,Sacramento County,6067
617530.0,California,6,San Diego County,6073
280052.0,California,6,San Francisco County,6075
119427.0,California,6,San Joaquin County,6077
57913.0,California,6,San Luis Obispo County,6079
261817.0,California,6,San Mateo County,6081
164323.0,California,6,Santa Barbara County,6083
722380.0,California,6,Santa Clara County,6085
139753.0,California,6,Santa Cruz County,6087
79936.0,California,6,Solano County,6095
260586.0,California,6,Sonoma County,6097
231505.0,California,6,Stanislaus County,6099
17108.0,California,6,Sutter County,6101
150655.0,California,6,Ventura County,6111
56193.0,California,6,Yolo County,6113
168878.0,Oregon,41,Clackamas County,41005
13854.0,Oregon,41,Clatsop County,41007
44904.0,Oregon,41,Columbia County,41009
33566.0,Oregon,41,Coos County,41011
11770.0,Oregon,41,Curry County,41015
50283.0,Oregon,41,Douglas County,41019
142870.0,Oregon,41,Lane County,41039
23871.0,Oregon,41,Lincoln County,41041
424060.0,Oregon,41,Multnomah County,41051
22322.0,Oregon,41,Tillamook County,41057
90506.0,Washington,53,Clallam County,53009
153962.0,Washington,53,Clark County,53011
33297.0,Washington,53,Cowlitz County,53015
26898.0,Washington,53,Grays Harbor County,53027
42498.0,Washington,53,Island County,53029
16684.0,Washington,53,Jefferson County,53031
1008681.0,Washington,53,King County,53033
296019.0,Washington,53,Kitsap County,53035
32492.0,Washington,53,Mason County,53045
7552.0,Washington,53,Pacific County,53049
390126.0,Washington,53,Pierce County,53053
12431.0,Washington,53,San Juan County,53055
57901.0,Washington,53,Skagit County,53057
5747.0,Washington,53,Skamania County,53059
122706.0,Washington,53,Snohomish County,53061
114239.0,Washington,53,Thurston County,53067
636.0,Washington,53,Wahkiakum County,53069
86538.0,Washington,53,Whatcom County,53073
57116.0,Alabama,1,Baldwin County,1003
12331.0,Alabama,1,Clarke County,1025
157730.0,Alabama,1,Mobile County,1097
11826.0,Alabama,1,Monroe County,1099
4558.0,Alabama,1,Washington County,1129
46018.0,Florida,12,Bay County,12005
104525.0,Florida,12,Brevard County,12009
12406.0,Florida,12,Broward County,12011
13649.0,Florida,12,Calhoun County,12013
2690.0,Florida,12,Charlotte County,12015
68770.0,Florida,12,Citrus County,12017
51126.0,Florida,12,Clay County,12019
9250.0,Florida,12,Collier County,12021
14736.0,Florida,12,DeSoto County,12027
8593.0,Florida,12,Dixie County,12029
185601.0,Florida,12,Duval County,12031
147112.0,Florida,12,Escambia County,12033
10066.0,Florida,12,Flagler County,12035
1743.0,Florida,12,Franklin County,12037
14019.0,Florida,12,Gilchrist County,12041
110.0,Florida,12,Glades County,12043
1368.0,Florida,12,Gulf County,12045
1850.0,Florida,12,Hendry County,12051
81693.0,Florida,12,Hernando County,12053
69514.0,Florida,12,Highlands County,12055
412816.0,Florida,12,Hillsborough County,12057
10821.0,Florida,12,Holmes County,12059
24087.0,Florida,12,Indian River County,12061
6862.0,Florida,12,Jefferson County,12065
8123.0,Florida,12,Lafayette County,12067
128140.0,Florida,12,Lake County,12069
137.0,Florida,12,Lee County,12071
120214.0,Florida,12,Leon County,12073
37791.0,Florida,12,Levy County,12075
157.0,Florida,12,Liberty County,12077
56355.0,Florida,12,Manatee County,12081
172914.0,Florida,12,Marion County,12083
9037.0,Florida,12,Martin County,12085
23497.0,Florida,12,Miami0Dade County,12086
32487.0,Florida,12,Monroe County,12087
11094.0,Florida,12,Nassau County,12089
5369.0,Florida,12,Okaloosa County,12091
434.0,Florida,12,Okeechobee County,12093
426640.0,Florida,12,Orange County,12095
93287.0,Florida,12,Osceola County,12097
72999.0,Florida,12,Palm Beach County,12099
74222.0,Florida,12,Pasco County,12101
328774.0,Florida,12,Pinellas County,12103
24858.0,Florida,12,Putnam County,12107
16693.0,Florida,12,St. Johns County,12109
19117.0,Florida,12,St. Lucie County,12111
42992.0,Florida,12,Santa Rosa County,12113
100009.0,Florida,12,Sarasota County,12115
195677.0,Florida,12,Seminole County,12117
21075.0,Florida,12,Taylor County,12123
141127.0,Florida,12,Volusia County,12127
5165.0,Florida,12,Wakulla County,12129
19263.0,Florida,12,Walton County,12131
26910.0,Florida,12,Washington County,12133
7411.0,Georgia,13,Brantley County,13025
5000.0,Georgia,13,Bryan County,13029
1279.0,Georgia,13,Camden County,13039
3995.0,Georgia,13,Charlton County,13049
26210.0,Georgia,13,Chatham County,13051
13557.0,Georgia,13,Effingham County,13103
9222.0,Georgia,13,Glynn County,13127
15832.0,Georgia,13,Liberty County,13179
153.0,Georgia,13,Long County,13183
888.0,Georgia,13,McIntosh County,13191
14474.0,Georgia,13,Wayne County,13305
6765.0,Mississippi,28,George County,28039
12116.0,Mississippi,28,Hancock County,28045
71495.0,Mississippi,28,Harrison County,28047
12497.0,Mississippi,28,Jackson County,28059
23706.0,Mississippi,28,Pearl River County,28109
8303.0,North Carolina,37,Beaufort County,37013
406.0,North Carolina,37,Bertie County,37015
18043.0,North Carolina,37,Bladen County,37017
8637.0,North Carolina,37,Brunswick County,37019
15.0,North Carolina,37,Camden County,37029
997.0,North Carolina,37,Carteret County,37031
5533.0,North Carolina,37,Chowan County,37041
32295.0,North Carolina,37,Columbus County,37047
16165.0,North Carolina,37,Craven County,37049
44.0,North Carolina,37,Currituck County,37053
1014.0,North Carolina,37,Dare County,37055
31942.0,North Carolina,37,Duplin County,37061
31967.0,North Carolina,37,Edgecombe County,37065
7587.0,North Carolina,37,Gates County,37073
8891.0,North Carolina,37,Greene County,37079
56096.0,North Carolina,37,Halifax County,37083
177.0,North Carolina,37,Hertford County,37091
,North Carolina,37,Hyde County,37095
3790.0,North Carolina,37,Jones County,37103
33897.0,North Carolina,37,Lenoir County,37107
13.0,North Carolina,37,Martin County,37117
42029.0,North Carolina,37,New Hanover County,37129
9805.0,North Carolina,37,Northampton County,37131
33578.0,North Carolina,37,Onslow County,37133
1429.0,North Carolina,37,Pamlico County,37137
173.0,North Carolina,37,Pasquotank County,37139
4490.0,North Carolina,37,Pender County,37141
388.0,North Carolina,37,Perquimans County,37143
52470.0,North Carolina,37,Pitt County,37147
29499.0,North Carolina,37,Sampson County,37163
1.0,North Carolina,37,Tyrrell County,37177
1084.0,North Carolina,37,Washington County,37187
4184.0,South Carolina,45,Beaufort County,45013
17217.0,South Carolina,45,Berkeley County,45015
15833.0,South Carolina,45,Charleston County,45019
14174.0,South Carolina,45,Colleton County,45029
24440.0,South Carolina,45,Dorchester County,45035
57167.0,South Carolina,45,Florence County,45041
3761.0,South Carolina,45,Georgetown County,45043
3626.0,South Carolina,45,Hampton County,45049
32824.0,South Carolina,45,Horry County,45051
1144.0,South Carolina,45,Jasper County,45053
1856.0,South Carolina,45,Marion County,45067
20050.0,South Carolina,45,Williamsburg County,45089
280723.0,Connecticut,9,Fairfield County,9001
461115.0,Connecticut,9,Hartford County,9003
78802.0,Connecticut,9,Middlesex County,9007
419973.0,Connecticut,9,New Haven County,9009
78960.0,Connecticut,9,New London County,9011
47359.0,Delaware,10,Kent County,10001
224807.0,Delaware,10,New Castle County,10003
31075.0,Delaware,10,Sussex County,10005
232044.0,District Of Columbia,11,District Of Columbia,11001
133856.0,Maine,23,Cumberland County,23005
15387.0,Maine,23,Hancock County,23009
42100.0,Maine,23,Kennebec County,23011
19172.0,Maine,23,Knox County,23013
12048.0,Maine,23,Lincoln County,23015
40503.0,Maine,23,Penobscot County,23019
