VL_LECZinSum,County,State,CountyStat,FIPS_5digi
71.0,New Hampshire,33,Rockingham County,33015
1.0,New Hampshire,33,Strafford County,33017
57.0,New Jersey,34,Atlantic County,34001
,New Jersey,34,Bergen County,34003
92.0,New Jersey,34,Burlington County,34005
2.0,New Jersey,34,Camden County,34007
300.0,New Jersey,34,Cape May County,34009
2.0,New Jersey,34,Cumberland County,34011
71.0,New Jersey,34,Essex County,34013
61.0,New Jersey,34,Gloucester County,34015
,New Jersey,34,Hudson County,34017
,New Jersey,34,Mercer County,34021
,New Jersey,34,Middlesex County,34023
537.0,New Jersey,34,Monmouth County,34025
5.0,New Jersey,34,Ocean County,34029
,New Jersey,34,Passaic County,34031
114.0,New Jersey,34,Salem County,34033
,New Jersey,34,Somerset County,34035
,New Jersey,34,Union County,34039
22.0,New York,36,Albany County,36001
84.0,New York,36,Bronx County,36005
1.0,New York,36,Columbia County,36021
2.0,New York,36,Dutchess County,36027
3.0,New York,36,Greene County,36039
207.0,New York,36,Kings County,36047
1.0,New York,36,Nassau County,36059
16.0,New York,36,New York County,36061
,New York,36,Orange County,36071
,New York,36,Putnam County,36079
194.0,New York,36,Queens County,36081
16.0,New York,36,Rensselaer County,36083
129.0,New York,36,Richmond County,36085
,New York,36,Rockland County,36087
5.0,New York,36,Saratoga County,36091
316.0,New York,36,Suffolk County,36103
3.0,New York,36,Ulster County,36111
20.0,New York,36,Westchester County,36119
3.0,Pennsylvania,42,Bucks County,42017
36.0,Pennsylvania,42,Delaware County,42045
86.0,Pennsylvania,42,Philadelphia County,42101
40.0,Rhode Island,44,Bristol County,44001
204.0,Rhode Island,44,Kent County,44003
78.0,Rhode Island,44,Newport County,44005
102.0,Rhode Island,44,Providence County,44007
62.0,Rhode Island,44,Washington County,44009
,Virginia,51,Accomack County,51001
,Virginia,51,Arlington County,51013
,Virginia,51,Caroline County,51033
,Virginia,51,Charles City County,51036
1.0,Virginia,51,Chesterfield County,51041
24.0,Virginia,51,Essex County,51057
12.0,Virginia,51,Fairfax County,51059
29.0,Virginia,51,Gloucester County,51073
,Virginia,51,Hanover County,51085
2.0,Virginia,51,Henrico County,51087
,Virginia,51,Isle of Wight County,51093
17.0,Virginia,51,James City County,51095
6.0,Virginia,51,King and Queen County,51097
7.0,Virginia,51,King George County,51099
26.0,Virginia,51,King William County,51101
35.0,Virginia,51,Lancaster County,51103
,Virginia,51,Mathews County,51115
26.0,Virginia,51,Middlesex County,51119
34.0,Virginia,51,New Kent County,51127
18.0,Virginia,51,Northampton County,51131
,Virginia,51,Northumberland County,51133
25.0,Virginia,51,Prince George County,51149
3.0,Virginia,51,Prince William County,51153
1.0,Virginia,51,Richmond County,51159
14.0,Virginia,51,Southampton County,51175
,Virginia,51,Spotsylvania County,51177
2.0,Virginia,51,Stafford County,51179
,Virginia,51,Surry County,51181
,Virginia,51,Westmoreland County,51193
18.0,Virginia,51,York County,51199
,Virginia,51,Alexandria City,51510
107.0,Virginia,51,Chesapeake City,51550
,Virginia,51,Colonial Heights City,51570
,Virginia,51,Franklin City,51620
,Virginia,51,Fredericksburg City,51630
86.0,Virginia,51,Hampton City,51650
,Virginia,51,Hopewell City,51670
21.0,Virginia,51,Newport News City,51700
109.0,Virginia,51,Norfolk City,51710
9.0,Virginia,51,Petersburg City,51730
8.0,Virginia,51,Poquoson City,51735
,Virginia,51,Portsmouth City,51740
3.0,Virginia,51,Richmond City,51760
4.0,Virginia,51,Suffolk City,51800
139.0,Virginia,51,Virginia Beach City,51810
,Virginia,51,Williamsburg City,51830
,Louisiana,22,Acadia Parish,22001
,Louisiana,22,Allen Parish,22003
,Louisiana,22,Ascension Parish,22005
,Louisiana,22,Assumption Parish,22007
,Louisiana,22,Beauregard Parish,22011
2.0,Louisiana,22,Calcasieu Parish,22019
62.0,Louisiana,22,Cameron Parish,22023
12.0,Louisiana,22,East Baton Rouge Parish,22033
363.0,Louisiana,22,Iberia Parish,22045
,Louisiana,22,Iberville Parish,22047
2.0,Louisiana,22,Jefferson Parish,22051
,Louisiana,22,Jefferson Davis Parish,22053
118.0,Louisiana,22,Lafayette Parish,22055
118.0,Louisiana,22,Lafourche Parish,22057
1.0,Louisiana,22,Livingston Parish,22063
908.0,Louisiana,22,Orleans Parish,22071
2.0,Louisiana,22,Plaquemines Parish,22075
,Louisiana,22,Pointe Coupee Parish,22077
,Louisiana,22,St. Bernard Parish,22087
445.0,Louisiana,22,St. Charles Parish,22089
54.0,Louisiana,22,St. James Parish,22093
,Louisiana,22,St. John the Baptist Parish,22095
1.0,Louisiana,22,St. Landry Parish,22097
322.0,Louisiana,22,St. Martin Parish,22099
1.0,Louisiana,22,St. Mary Parish,22101
1089.0,Louisiana,22,St. Tammany Parish,22103
87.0,Louisiana,22,Tangipahoa Parish,22105
,Louisiana,22,Terrebonne Parish,22109
13.0,Louisiana,22,Vermilion Parish,22113
5.0,Louisiana,22,West Baton Rouge Parish,22121
32.0,Texas,48,Aransas County,48007
428.0,Texas,48,Brazoria County,48039
35.0,Texas,48,Calhoun County,48057
61.0,Texas,48,Cameron County,48061
42.0,Texas,48,Chambers County,48071
479.0,Texas,48,Galveston County,48167
6.0,Texas,48,Hardin County,48199
2.0,Texas,48,Harris County,48201
6.0,Texas,48,Jackson County,48239
1.0,Texas,48,Jasper County,48241
6211.0,Texas,48,Jefferson County,48245
,Texas,48,Kenedy County,48261
1.0,Texas,48,Kleberg County,48273
8.0,Texas,48,Liberty County,48291
25.0,Texas,48,Matagorda County,48321
,Texas,48,Newton County,48351
240.0,Texas,48,Nueces County,48355
101.0,Texas,48,Orange County,48361
33.0,Texas,48,Refugio County,48391
,Texas,48,San Patricio County,48409
,Texas,48,Victoria County,48469
2.0,Texas,48,Willacy County,48489
