VL_LECZinSum,County,State,CountyStat,FIPS_5digi
98.0,South Carolina,45,Berkeley County,45015
79.0,South Carolina,45,Charleston County,45019
1055.0,South Carolina,45,Colleton County,45029
666.0,South Carolina,45,Dorchester County,45035
143.0,South Carolina,45,Florence County,45041
43.0,South Carolina,45,Georgetown County,45043
58.0,South Carolina,45,Hampton County,45049
541.0,South Carolina,45,Horry County,45051
40.0,South Carolina,45,Jasper County,45053
145.0,South Carolina,45,Marion County,45067
833.0,South Carolina,45,Williamsburg County,45089
519.0,Connecticut,9,Fairfield County,9001
934.0,Connecticut,9,Hartford County,9003
375.0,Connecticut,9,Middlesex County,9007
1312.0,Connecticut,9,New Haven County,9009
133.0,Connecticut,9,New London County,9011
106.0,Delaware,10,Kent County,10001
185.0,Delaware,10,New Castle County,10003
159.0,Delaware,10,Sussex County,10005
189.0,District Of Columbia,11,District Of Columbia,11001
522.0,Maine,23,Cumberland County,23005
239.0,Maine,23,Hancock County,23009
479.0,Maine,23,Kennebec County,23011
356.0,Maine,23,Knox County,23013
59.0,Maine,23,Lincoln County,23015
146.0,Maine,23,Penobscot County,23019
84.0,Maine,23,Sagadahoc County,23023
13.0,Maine,23,Waldo County,23027
15.0,Maine,23,Washington County,23029
520.0,Maine,23,York County,23031
285.0,Maryland,24,Anne Arundel County,24003
436.0,Maryland,24,Baltimore County,24005
23.0,Maryland,24,Calvert County,24009
55.0,Maryland,24,Caroline County,24011
146.0,Maryland,24,Cecil County,24015
89.0,Maryland,24,Charles County,24017
6.0,Maryland,24,Dorchester County,24019
129.0,Maryland,24,Harford County,24025
144.0,Maryland,24,Howard County,24027
35.0,Maryland,24,Kent County,24029
402.0,Maryland,24,Montgomery County,24031
443.0,Maryland,24,Prince George's County,24033
23.0,Maryland,24,Queen Anne's County,24035
55.0,Maryland,24,St. Mary's County,24037
8.0,Maryland,24,Somerset County,24039
12.0,Maryland,24,Talbot County,24041
102.0,Maryland,24,Wicomico County,24045
32.0,Maryland,24,Worcester County,24047
303.0,Maryland,24,Baltimore City,24510
485.0,Massachusetts,25,Barnstable County,25001
1010.0,Massachusetts,25,Bristol County,25005
70.0,Massachusetts,25,Dukes County,25007
846.0,Massachusetts,25,Essex County,25009
1333.0,Massachusetts,25,Hampden County,25013
3401.0,Massachusetts,25,Middlesex County,25017
198.0,Massachusetts,25,Nantucket County,25019
750.0,Massachusetts,25,Norfolk County,25021
1016.0,Massachusetts,25,Plymouth County,25023
714.0,Massachusetts,25,Suffolk County,25025
604.0,New Hampshire,33,Rockingham County,33015
288.0,New Hampshire,33,Strafford County,33017
18.0,New Jersey,34,Atlantic County,34001
,New Jersey,34,Bergen County,34003
435.0,New Jersey,34,Burlington County,34005
3.0,New Jersey,34,Camden County,34007
6.0,New Jersey,34,Cape May County,34009
8.0,New Jersey,34,Cumberland County,34011
492.0,New Jersey,34,Essex County,34013
496.0,New Jersey,34,Gloucester County,34015
1.0,New Jersey,34,Hudson County,34017
,New Jersey,34,Mercer County,34021
9.0,New Jersey,34,Middlesex County,34023
449.0,New Jersey,34,Monmouth County,34025
6.0,New Jersey,34,Ocean County,34029
233.0,New Jersey,34,Passaic County,34031
66.0,New Jersey,34,Salem County,34033
229.0,New Jersey,34,Somerset County,34035
,New Jersey,34,Union County,34039
672.0,New York,36,Albany County,36001
307.0,New York,36,Bronx County,36005
272.0,New York,36,Columbia County,36021
250.0,New York,36,Dutchess County,36027
304.0,New York,36,Greene County,36039
337.0,New York,36,Kings County,36047
4.0,New York,36,Nassau County,36059
199.0,New York,36,New York County,36061
576.0,New York,36,Orange County,36071
263.0,New York,36,Putnam County,36079
964.0,New York,36,Queens County,36081
515.0,New York,36,Rensselaer County,36083
299.0,New York,36,Richmond County,36085
123.0,New York,36,Rockland County,36087
601.0,New York,36,Saratoga County,36091
686.0,New York,36,Suffolk County,36103
319.0,New York,36,Ulster County,36111
403.0,New York,36,Westchester County,36119
67.0,Pennsylvania,42,Bucks County,42017
1101.0,Pennsylvania,42,Delaware County,42045
691.0,Pennsylvania,42,Philadelphia County,42101
134.0,Rhode Island,44,Bristol County,44001
817.0,Rhode Island,44,Kent County,44003
209.0,Rhode Island,44,Newport County,44005
1542.0,Rhode Island,44,Providence County,44007
437.0,Rhode Island,44,Washington County,44009
,Virginia,51,Accomack County,51001
11.0,Virginia,51,Arlington County,51013
86.0,Virginia,51,Caroline County,51033
,Virginia,51,Charles City County,51036
3.0,Virginia,51,Chesterfield County,51041
136.0,Virginia,51,Essex County,51057
707.0,Virginia,51,Fairfax County,51059
49.0,Virginia,51,Gloucester County,51073
1.0,Virginia,51,Hanover County,51085
323.0,Virginia,51,Henrico County,51087
,Virginia,51,Isle of Wight County,51093
180.0,Virginia,51,James City County,51095
38.0,Virginia,51,King and Queen County,51097
43.0,Virginia,51,King George County,51099
73.0,Virginia,51,King William County,51101
48.0,Virginia,51,Lancaster County,51103
,Virginia,51,Mathews County,51115
34.0,Virginia,51,Middlesex County,51119
255.0,Virginia,51,New Kent County,51127
17.0,Virginia,51,Northampton County,51131
,Virginia,51,Northumberland County,51133
842.0,Virginia,51,Prince George County,51149
250.0,Virginia,51,Prince William County,51153
19.0,Virginia,51,Richmond County,51159
110.0,Virginia,51,Southampton County,51175
59.0,Virginia,51,Spotsylvania County,51177
73.0,Virginia,51,Stafford County,51179
,Virginia,51,Surry County,51181
,Virginia,51,Westmoreland County,51193
16.0,Virginia,51,York County,51199
14.0,Virginia,51,Alexandria City,51510
2.0,Virginia,51,Chesapeake City,51550
,Virginia,51,Colonial Heights City,51570
,Virginia,51,Franklin City,51620
2.0,Virginia,51,Fredericksburg City,51630
,Virginia,51,Hampton City,51650
,Virginia,51,Hopewell City,51670
10.0,Virginia,51,Newport News City,51700
2.0,Virginia,51,Norfolk City,51710
213.0,Virginia,51,Petersburg City,51730
,Virginia,51,Portsmouth City,51740
76.0,Virginia,51,Richmond City,51760
17.0,Virginia,51,Suffolk City,51800
2.0,Virginia,51,Virginia Beach City,51810
,Virginia,51,Williamsburg City,51830
2.0,Louisiana,22,Acadia Parish,22001
,Louisiana,22,Allen Parish,22003
,Louisiana,22,Ascension Parish,22005
,Louisiana,22,Assumption Parish,22007
5.0,Louisiana,22,Beauregard Parish,22011
,Louisiana,22,Calcasieu Parish,22019
,Louisiana,22,Cameron Parish,22023
64.0,Louisiana,22,East Baton Rouge Parish,22033
8.0,Louisiana,22,Iberia Parish,22045
,Louisiana,22,Iberville Parish,22047
,Louisiana,22,Jefferson Parish,22051
,Louisiana,22,Jefferson Davis Parish,22053
648.0,Louisiana,22,Lafayette Parish,22055
,Louisiana,22,Lafourche Parish,22057
1.0,Louisiana,22,Livingston Parish,22063
57.0,Louisiana,22,Orleans Parish,22071
,Louisiana,22,Plaquemines Parish,22075
,Louisiana,22,Pointe Coupee Parish,22077
,Louisiana,22,St. Bernard Parish,22087
,Louisiana,22,St. Charles Parish,22089
2.0,Louisiana,22,St. James Parish,22093
,Louisiana,22,St. John the Baptist Parish,22095
2.0,Louisiana,22,St. Landry Parish,22097
80.0,Louisiana,22,St. Martin Parish,22099
,Louisiana,22,St. Mary Parish,22101
314.0,Louisiana,22,St. Tammany Parish,22103
384.0,Louisiana,22,Tangipahoa Parish,22105
,Louisiana,22,Terrebonne Parish,22109
,Louisiana,22,Vermilion Parish,22113
3.0,Louisiana,22,West Baton Rouge Parish,22121
5.0,Texas,48,Aransas County,48007
376.0,Texas,48,Brazoria County,48039
1.0,Texas,48,Calhoun County,48057
234.0,Texas,48,Cameron County,48061
49.0,Texas,48,Chambers County,48071
108.0,Texas,48,Galveston County,48167
343.0,Texas,48,Hardin County,48199
23.0,Texas,48,Harris County,48201
10.0,Texas,48,Jackson County,48239
137.0,Texas,48,Jasper County,48241
1820.0,Texas,48,Jefferson County,48245
,Texas,48,Kenedy County,48261
59.0,Texas,48,Kleberg County,48273
381.0,Texas,48,Liberty County,48291
40.0,Texas,48,Matagorda County,48321
1.0,Texas,48,Newton County,48351
256.0,Texas,48,Nueces County,48355
3.0,Texas,48,Orange County,48361
87.0,Texas,48,Refugio County,48391
,Texas,48,San Patricio County,48409
50.0,Texas,48,Victoria County,48469
,Texas,48,Willacy County,48489
