VL_LECZinSum,County,State,CountyStat,FIPS_5digi
182.0,Florida,12,Washington County,12133
98.0,Georgia,13,Brantley County,13025
269.0,Georgia,13,Bryan County,13029
68.0,Georgia,13,Camden County,13039
139.0,Georgia,13,Charlton County,13049
46.0,Georgia,13,Chatham County,13051
231.0,Georgia,13,Effingham County,13103
14.0,Georgia,13,Glynn County,13127
358.0,Georgia,13,Liberty County,13179
,Georgia,13,Long County,13183
4.0,Georgia,13,McIntosh County,13191
360.0,Georgia,13,Wayne County,13305
16.0,Mississippi,28,George County,28039
71.0,Mississippi,28,Hancock County,28045
306.0,Mississippi,28,Harrison County,28047
75.0,Mississippi,28,Jackson County,28059
339.0,Mississippi,28,Pearl River County,28109
162.0,North Carolina,37,Beaufort County,37013
46.0,North Carolina,37,Bertie County,37015
100.0,North Carolina,37,Bladen County,37017
114.0,North Carolina,37,Brunswick County,37019
,North Carolina,37,Camden County,37029
1.0,North Carolina,37,Carteret County,37031
38.0,North Carolina,37,Chowan County,37041
1151.0,North Carolina,37,Columbus County,37047
65.0,North Carolina,37,Craven County,37049
,North Carolina,37,Currituck County,37053
6.0,North Carolina,37,Dare County,37055
252.0,North Carolina,37,Duplin County,37061
304.0,North Carolina,37,Edgecombe County,37065
76.0,North Carolina,37,Gates County,37073
90.0,North Carolina,37,Greene County,37079
998.0,North Carolina,37,Halifax County,37083
21.0,North Carolina,37,Hertford County,37091
,North Carolina,37,Hyde County,37095
40.0,North Carolina,37,Jones County,37103
274.0,North Carolina,37,Lenoir County,37107
,North Carolina,37,Martin County,37117
207.0,North Carolina,37,New Hanover County,37129
145.0,North Carolina,37,Northampton County,37131
131.0,North Carolina,37,Onslow County,37133
32.0,North Carolina,37,Pamlico County,37137
1.0,North Carolina,37,Pasquotank County,37139
21.0,North Carolina,37,Pender County,37141
6.0,North Carolina,37,Perquimans County,37143
72.0,North Carolina,37,Pitt County,37147
464.0,North Carolina,37,Sampson County,37163
,North Carolina,37,Tyrrell County,37177
7.0,North Carolina,37,Washington County,37187
103.0,South Carolina,45,Beaufort County,45013
36.0,South Carolina,45,Berkeley County,45015
70.0,South Carolina,45,Charleston County,45019
934.0,South Carolina,45,Colleton County,45029
346.0,South Carolina,45,Dorchester County,45035
129.0,South Carolina,45,Florence County,45041
37.0,South Carolina,45,Georgetown County,45043
52.0,South Carolina,45,Hampton County,45049
379.0,South Carolina,45,Horry County,45051
37.0,South Carolina,45,Jasper County,45053
138.0,South Carolina,45,Marion County,45067
787.0,South Carolina,45,Williamsburg County,45089
500.0,Connecticut,9,Fairfield County,9001
814.0,Connecticut,9,Hartford County,9003
358.0,Connecticut,9,Middlesex County,9007
1260.0,Connecticut,9,New Haven County,9009
129.0,Connecticut,9,New London County,9011
94.0,Delaware,10,Kent County,10001
174.0,Delaware,10,New Castle County,10003
133.0,Delaware,10,Sussex County,10005
175.0,District Of Columbia,11,District Of Columbia,11001
478.0,Maine,23,Cumberland County,23005
213.0,Maine,23,Hancock County,23009
423.0,Maine,23,Kennebec County,23011
322.0,Maine,23,Knox County,23013
55.0,Maine,23,Lincoln County,23015
116.0,Maine,23,Penobscot County,23019
76.0,Maine,23,Sagadahoc County,23023
13.0,Maine,23,Waldo County,23027
12.0,Maine,23,Washington County,23029
457.0,Maine,23,York County,23031
269.0,Maryland,24,Anne Arundel County,24003
412.0,Maryland,24,Baltimore County,24005
22.0,Maryland,24,Calvert County,24009
53.0,Maryland,24,Caroline County,24011
136.0,Maryland,24,Cecil County,24015
80.0,Maryland,24,Charles County,24017
4.0,Maryland,24,Dorchester County,24019
125.0,Maryland,24,Harford County,24025
97.0,Maryland,24,Howard County,24027
30.0,Maryland,24,Kent County,24029
339.0,Maryland,24,Montgomery County,24031
411.0,Maryland,24,Prince George's County,24033
22.0,Maryland,24,Queen Anne's County,24035
47.0,Maryland,24,St. Mary's County,24037
8.0,Maryland,24,Somerset County,24039
11.0,Maryland,24,Talbot County,24041
92.0,Maryland,24,Wicomico County,24045
27.0,Maryland,24,Worcester County,24047
299.0,Maryland,24,Baltimore City,24510
443.0,Massachusetts,25,Barnstable County,25001
958.0,Massachusetts,25,Bristol County,25005
62.0,Massachusetts,25,Dukes County,25007
808.0,Massachusetts,25,Essex County,25009
1301.0,Massachusetts,25,Hampden County,25013
3039.0,Massachusetts,25,Middlesex County,25017
189.0,Massachusetts,25,Nantucket County,25019
712.0,Massachusetts,25,Norfolk County,25021
932.0,Massachusetts,25,Plymouth County,25023
694.0,Massachusetts,25,Suffolk County,25025
515.0,New Hampshire,33,Rockingham County,33015
258.0,New Hampshire,33,Strafford County,33017
18.0,New Jersey,34,Atlantic County,34001
,New Jersey,34,Bergen County,34003
403.0,New Jersey,34,Burlington County,34005
2.0,New Jersey,34,Camden County,34007
6.0,New Jersey,34,Cape May County,34009
8.0,New Jersey,34,Cumberland County,34011
461.0,New Jersey,34,Essex County,34013
379.0,New Jersey,34,Gloucester County,34015
1.0,New Jersey,34,Hudson County,34017
,New Jersey,34,Mercer County,34021
9.0,New Jersey,34,Middlesex County,34023
416.0,New Jersey,34,Monmouth County,34025
6.0,New Jersey,34,Ocean County,34029
225.0,New Jersey,34,Passaic County,34031
64.0,New Jersey,34,Salem County,34033
180.0,New Jersey,34,Somerset County,34035
,New Jersey,34,Union County,34039
643.0,New York,36,Albany County,36001
286.0,New York,36,Bronx County,36005
260.0,New York,36,Columbia County,36021
233.0,New York,36,Dutchess County,36027
282.0,New York,36,Greene County,36039
332.0,New York,36,Kings County,36047
3.0,New York,36,Nassau County,36059
197.0,New York,36,New York County,36061
559.0,New York,36,Orange County,36071
259.0,New York,36,Putnam County,36079
741.0,New York,36,Queens County,36081
487.0,New York,36,Rensselaer County,36083
297.0,New York,36,Richmond County,36085
121.0,New York,36,Rockland County,36087
555.0,New York,36,Saratoga County,36091
643.0,New York,36,Suffolk County,36103
300.0,New York,36,Ulster County,36111
396.0,New York,36,Westchester County,36119
65.0,Pennsylvania,42,Bucks County,42017
699.0,Pennsylvania,42,Delaware County,42045
663.0,Pennsylvania,42,Philadelphia County,42101
128.0,Rhode Island,44,Bristol County,44001
803.0,Rhode Island,44,Kent County,44003
189.0,Rhode Island,44,Newport County,44005
1490.0,Rhode Island,44,Providence County,44007
368.0,Rhode Island,44,Washington County,44009
,Virginia,51,Accomack County,51001
10.0,Virginia,51,Arlington County,51013
74.0,Virginia,51,Caroline County,51033
,Virginia,51,Charles City County,51036
3.0,Virginia,51,Chesterfield County,51041
120.0,Virginia,51,Essex County,51057
685.0,Virginia,51,Fairfax County,51059
45.0,Virginia,51,Gloucester County,51073
1.0,Virginia,51,Hanover County,51085
207.0,Virginia,51,Henrico County,51087
,Virginia,51,Isle of Wight County,51093
135.0,Virginia,51,James City County,51095
36.0,Virginia,51,King and Queen County,51097
41.0,Virginia,51,King George County,51099
63.0,Virginia,51,King William County,51101
43.0,Virginia,51,Lancaster County,51103
,Virginia,51,Mathews County,51115
29.0,Virginia,51,Middlesex County,51119
76.0,Virginia,51,New Kent County,51127
15.0,Virginia,51,Northampton County,51131
,Virginia,51,Northumberland County,51133
787.0,Virginia,51,Prince George County,51149
237.0,Virginia,51,Prince William County,51153
17.0,Virginia,51,Richmond County,51159
102.0,Virginia,51,Southampton County,51175
34.0,Virginia,51,Spotsylvania County,51177
69.0,Virginia,51,Stafford County,51179
,Virginia,51,Surry County,51181
,Virginia,51,Westmoreland County,51193
15.0,Virginia,51,York County,51199
6.0,Virginia,51,Alexandria City,51510
2.0,Virginia,51,Chesapeake City,51550
,Virginia,51,Colonial Heights City,51570
,Virginia,51,Franklin City,51620
1.0,Virginia,51,Fredericksburg City,51630
,Virginia,51,Hampton City,51650
,Virginia,51,Hopewell City,51670
10.0,Virginia,51,Newport News City,51700
2.0,Virginia,51,Norfolk City,51710
208.0,Virginia,51,Petersburg City,51730
,Virginia,51,Portsmouth City,51740
74.0,Virginia,51,Richmond City,51760
14.0,Virginia,51,Suffolk City,51800
2.0,Virginia,51,Virginia Beach City,51810
,Virginia,51,Williamsburg City,51830
2.0,Louisiana,22,Acadia Parish,22001
,Louisiana,22,Allen Parish,22003
,Louisiana,22,Ascension Parish,22005
,Louisiana,22,Assumption Parish,22007
4.0,Louisiana,22,Beauregard Parish,22011
,Louisiana,22,Calcasieu Parish,22019
,Louisiana,22,Cameron Parish,22023
62.0,Louisiana,22,East Baton Rouge Parish,22033
6.0,Louisiana,22,Iberia Parish,22045
,Louisiana,22,Iberville Parish,22047
,Louisiana,22,Jefferson Parish,22051
,Louisiana,22,Jefferson Davis Parish,22053
591.0,Louisiana,22,Lafayette Parish,22055
,Louisiana,22,Lafourche Parish,22057
1.0,Louisiana,22,Livingston Parish,22063
57.0,Louisiana,22,Orleans Parish,22071
,Louisiana,22,Plaquemines Parish,22075
,Louisiana,22,Pointe Coupee Parish,22077
,Louisiana,22,St. Bernard Parish,22087
,Louisiana,22,St. Charles Parish,22089
2.0,Louisiana,22,St. James Parish,22093
,Louisiana,22,St. John the Baptist Parish,22095
,Louisiana,22,St. Landry Parish,22097
61.0,Louisiana,22,St. Martin Parish,22099
,Louisiana,22,St. Mary Parish,22101
257.0,Louisiana,22,St. Tammany Parish,22103
310.0,Louisiana,22,Tangipahoa Parish,22105
,Louisiana,22,Terrebonne Parish,22109
,Louisiana,22,Vermilion Parish,22113
1.0,Louisiana,22,West Baton Rouge Parish,22121
4.0,Texas,48,Aransas County,48007
341.0,Texas,48,Brazoria County,48039
1.0,Texas,48,Calhoun County,48057
207.0,Texas,48,Cameron County,48061
31.0,Texas,48,Chambers County,48071
102.0,Texas,48,Galveston County,48167
235.0,Texas,48,Hardin County,48199
21.0,Texas,48,Harris County,48201
8.0,Texas,48,Jackson County,48239
84.0,Texas,48,Jasper County,48241
1704.0,Texas,48,Jefferson County,48245
,Texas,48,Kenedy County,48261
50.0,Texas,48,Kleberg County,48273
325.0,Texas,48,Liberty County,48291
36.0,Texas,48,Matagorda County,48321
1.0,Texas,48,Newton County,48351
240.0,Texas,48,Nueces County,48355
3.0,Texas,48,Orange County,48361
71.0,Texas,48,Refugio County,48391
,Texas,48,San Patricio County,48409
46.0,Texas,48,Victoria County,48469
,Texas,48,Willacy County,48489
