BUPR_LECZinSum,County,State,CountyStat,FIPS_5digi
41.0,South Carolina,45,Florence County,45041
22340.0,South Carolina,45,Georgetown County,45043
67.0,South Carolina,45,Hampton County,45049
114645.0,South Carolina,45,Horry County,45051
805.0,South Carolina,45,Jasper County,45053
38.0,South Carolina,45,Marion County,45067
632.0,South Carolina,45,Williamsburg County,45089
28889.0,Connecticut,9,Fairfield County,9001
3401.0,Connecticut,9,Hartford County,9003
16781.0,Connecticut,9,Middlesex County,9007
55326.0,Connecticut,9,New Haven County,9009
9802.0,Connecticut,9,New London County,9011
11712.0,Delaware,10,Kent County,10001
15235.0,Delaware,10,New Castle County,10003
34489.0,Delaware,10,Sussex County,10005
5517.0,District Of Columbia,11,District Of Columbia,11001
15440.0,Maine,23,Cumberland County,23005
1233.0,Maine,23,Hancock County,23009
442.0,Maine,23,Kennebec County,23011
1806.0,Maine,23,Knox County,23013
1721.0,Maine,23,Lincoln County,23015
993.0,Maine,23,Penobscot County,23019
2088.0,Maine,23,Sagadahoc County,23023
208.0,Maine,23,Waldo County,23027
1273.0,Maine,23,Washington County,23029
19566.0,Maine,23,York County,23031
72036.0,Maryland,24,Anne Arundel County,24003
52152.0,Maryland,24,Baltimore County,24005
7299.0,Maryland,24,Calvert County,24009
3009.0,Maryland,24,Caroline County,24011
6659.0,Maryland,24,Cecil County,24015
3639.0,Maryland,24,Charles County,24017
17920.0,Maryland,24,Dorchester County,24019
6935.0,Maryland,24,Harford County,24025
22.0,Maryland,24,Howard County,24027
5264.0,Maryland,24,Kent County,24029
,Maryland,24,Montgomery County,24031
5253.0,Maryland,24,Prince George's County,24033
15671.0,Maryland,24,Queen Anne's County,24035
9734.0,Maryland,24,St. Mary's County,24037
28123.0,Maryland,24,Somerset County,24039
11655.0,Maryland,24,Talbot County,24041
12549.0,Maryland,24,Wicomico County,24045
42832.0,Maryland,24,Worcester County,24047
11137.0,Maryland,24,Baltimore City,24510
111259.0,Massachusetts,25,Barnstable County,25001
48688.0,Massachusetts,25,Bristol County,25005
24860.0,Massachusetts,25,Dukes County,25007
45325.0,Massachusetts,25,Essex County,25009
,Massachusetts,25,Hampden County,25013
56811.0,Massachusetts,25,Middlesex County,25017
7158.0,Massachusetts,25,Nantucket County,25019
26120.0,Massachusetts,25,Norfolk County,25021
45744.0,Massachusetts,25,Plymouth County,25023
73241.0,Massachusetts,25,Suffolk County,25025
19798.0,New Hampshire,33,Rockingham County,33015
914.0,New Hampshire,33,Strafford County,33017
47540.0,New Jersey,34,Atlantic County,34001
76764.0,New Jersey,34,Bergen County,34003
37321.0,New Jersey,34,Burlington County,34005
46131.0,New Jersey,34,Camden County,34007
110756.0,New Jersey,34,Cape May County,34009
12950.0,New Jersey,34,Cumberland County,34011
8944.0,New Jersey,34,Essex County,34013
23449.0,New Jersey,34,Gloucester County,34015
19023.0,New Jersey,34,Hudson County,34017
1600.0,New Jersey,34,Mercer County,34021
17122.0,New Jersey,34,Middlesex County,34023
99782.0,New Jersey,34,Monmouth County,34025
88423.0,New Jersey,34,Ocean County,34029
898.0,New Jersey,34,Passaic County,34031
25111.0,New Jersey,34,Salem County,34033
27.0,New Jersey,34,Somerset County,34035
46862.0,New Jersey,34,Union County,34039
1639.0,New York,36,Albany County,36001
32035.0,New York,36,Bronx County,36005
312.0,New York,36,Columbia County,36021
620.0,New York,36,Dutchess County,36027
507.0,New York,36,Greene County,36039
228243.0,New York,36,Kings County,36047
99478.0,New York,36,Nassau County,36059
29727.0,New York,36,New York County,36061
165.0,New York,36,Orange County,36071
566.0,New York,36,Putnam County,36079
160113.0,New York,36,Queens County,36081
4329.0,New York,36,Rensselaer County,36083
50652.0,New York,36,Richmond County,36085
599.0,New York,36,Rockland County,36087
445.0,New York,36,Saratoga County,36091
72448.0,New York,36,Suffolk County,36103
689.0,New York,36,Ulster County,36111
4446.0,New York,36,Westchester County,36119
8808.0,Pennsylvania,42,Bucks County,42017
11412.0,Pennsylvania,42,Delaware County,42045
107333.0,Pennsylvania,42,Philadelphia County,42101
11177.0,Rhode Island,44,Bristol County,44001
10556.0,Rhode Island,44,Kent County,44003
15214.0,Rhode Island,44,Newport County,44005
9591.0,Rhode Island,44,Providence County,44007
20131.0,Rhode Island,44,Washington County,44009
1.0,Virginia,51,Accomack County,51001
403.0,Virginia,51,Arlington County,51013
107.0,Virginia,51,Caroline County,51033
598.0,Virginia,51,Charles City County,51036
213.0,Virginia,51,Chesterfield County,51041
3873.0,Virginia,51,Essex County,51057
12141.0,Virginia,51,Fairfax County,51059
6870.0,Virginia,51,Gloucester County,51073
23.0,Virginia,51,Hanover County,51085
128.0,Virginia,51,Henrico County,51087
5166.0,Virginia,51,Isle of Wight County,51093
3720.0,Virginia,51,James City County,51095
1322.0,Virginia,51,King and Queen County,51097
1555.0,Virginia,51,King George County,51099
1949.0,Virginia,51,King William County,51101
2945.0,Virginia,51,Lancaster County,51103
3.0,Virginia,51,Mathews County,51115
2382.0,Virginia,51,Middlesex County,51119
831.0,Virginia,51,New Kent County,51127
4446.0,Virginia,51,Northampton County,51131
1.0,Virginia,51,Northumberland County,51133
282.0,Virginia,51,Prince George County,51149
2413.0,Virginia,51,Prince William County,51153
640.0,Virginia,51,Richmond County,51159
828.0,Virginia,51,Southampton County,51175
20.0,Virginia,51,Spotsylvania County,51177
1497.0,Virginia,51,Stafford County,51179
,Virginia,51,Surry County,51181
5191.0,Virginia,51,Westmoreland County,51193
11140.0,Virginia,51,York County,51199
5172.0,Virginia,51,Alexandria City,51510
108923.0,Virginia,51,Chesapeake City,51550
1.0,Virginia,51,Colonial Heights City,51570
388.0,Virginia,51,Franklin City,51620
36.0,Virginia,51,Fredericksburg City,51630
84732.0,Virginia,51,Hampton City,51650
277.0,Virginia,51,Hopewell City,51670
46009.0,Virginia,51,Newport News City,51700
111514.0,Virginia,51,Norfolk City,51710
177.0,Virginia,51,Petersburg City,51730
7328.0,Virginia,51,Poquoson City,51735
55851.0,Virginia,51,Portsmouth City,51740
229.0,Virginia,51,Richmond City,51760
11732.0,Virginia,51,Suffolk City,51800
212291.0,Virginia,51,Virginia Beach City,51810
56.0,Virginia,51,Williamsburg City,51830
435.0,Louisiana,22,Acadia Parish,22001
,Louisiana,22,Allen Parish,22003
9.0,Louisiana,22,Ascension Parish,22005
2.0,Louisiana,22,Assumption Parish,22007
,Louisiana,22,Beauregard Parish,22011
326.0,Louisiana,22,Calcasieu Parish,22019
2514.0,Louisiana,22,Cameron Parish,22023
4341.0,Louisiana,22,East Baton Rouge Parish,22033
2022.0,Louisiana,22,Iberia Parish,22045
1.0,Louisiana,22,Iberville Parish,22047
138.0,Louisiana,22,Jefferson Parish,22051
1.0,Louisiana,22,Jefferson Davis Parish,22053
11894.0,Louisiana,22,Lafayette Parish,22055
19016.0,Louisiana,22,Lafourche Parish,22057
12.0,Louisiana,22,Livingston Parish,22063
107092.0,Louisiana,22,Orleans Parish,22071
368.0,Louisiana,22,Plaquemines Parish,22075
,Louisiana,22,Pointe Coupee Parish,22077
5.0,Louisiana,22,St. Bernard Parish,22087
20125.0,Louisiana,22,St. Charles Parish,22089
8267.0,Louisiana,22,St. James Parish,22093
22.0,Louisiana,22,St. John the Baptist Parish,22095
850.0,Louisiana,22,St. Landry Parish,22097
21924.0,Louisiana,22,St. Martin Parish,22099
7.0,Louisiana,22,St. Mary Parish,22101
30095.0,Louisiana,22,St. Tammany Parish,22103
7703.0,Louisiana,22,Tangipahoa Parish,22105
173.0,Louisiana,22,Terrebonne Parish,22109
191.0,Louisiana,22,Vermilion Parish,22113
39.0,Louisiana,22,West Baton Rouge Parish,22121
11523.0,Texas,48,Aransas County,48007
42869.0,Texas,48,Brazoria County,48039
12848.0,Texas,48,Calhoun County,48057
25335.0,Texas,48,Cameron County,48061
757.0,Texas,48,Chambers County,48071
112753.0,Texas,48,Galveston County,48167
959.0,Texas,48,Hardin County,48199
49037.0,Texas,48,Harris County,48201
503.0,Texas,48,Jackson County,48239
84.0,Texas,48,Jasper County,48241
91314.0,Texas,48,Jefferson County,48245
2.0,Texas,48,Kenedy County,48261
210.0,Texas,48,Kleberg County,48273
998.0,Texas,48,Liberty County,48291
6422.0,Texas,48,Matagorda County,48321
135.0,Texas,48,Newton County,48351
46767.0,Texas,48,Nueces County,48355
42547.0,Texas,48,Orange County,48361
718.0,Texas,48,Refugio County,48391
2621.0,Texas,48,San Patricio County,48409
35.0,Texas,48,Victoria County,48469
1001.0,Texas,48,Willacy County,48489
