BUPR_LECZinSum,County,State,CountyStat,FIPS_5digi
669286.0,California,6,Alameda County,6001
5979.0,California,6,Colusa County,6011
458998.0,California,6,Contra Costa County,6013
4.0,California,6,Del Norte County,6015
11397.0,California,6,Humboldt County,6023
2092034.0,California,6,Los Angeles County,6037
121218.0,California,6,Marin County,6041
2.0,California,6,Mendocino County,6045
85203.0,California,6,Monterey County,6053
74438.0,California,6,Napa County,6055
614738.0,California,6,Orange County,6059
91514.0,California,6,Sacramento County,6067
810983.0,California,6,San Diego County,6073
320649.0,California,6,San Francisco County,6075
184648.0,California,6,San Joaquin County,6077
82060.0,California,6,San Luis Obispo County,6079
282991.0,California,6,San Mateo County,6081
190746.0,California,6,Santa Barbara County,6083
837557.0,California,6,Santa Clara County,6085
161452.0,California,6,Santa Cruz County,6087
103921.0,California,6,Solano County,6095
316885.0,California,6,Sonoma County,6097
310029.0,California,6,Stanislaus County,6099
25649.0,California,6,Sutter County,6101
186229.0,California,6,Ventura County,6111
76492.0,California,6,Yolo County,6113
225921.0,Oregon,41,Clackamas County,41005
18406.0,Oregon,41,Clatsop County,41007
67456.0,Oregon,41,Columbia County,41009
43236.0,Oregon,41,Coos County,41011
18450.0,Oregon,41,Curry County,41015
70805.0,Oregon,41,Douglas County,41019
186310.0,Oregon,41,Lane County,41039
34425.0,Oregon,41,Lincoln County,41041
504040.0,Oregon,41,Multnomah County,41051
33482.0,Oregon,41,Tillamook County,41057
128864.0,Washington,53,Clallam County,53009
262689.0,Washington,53,Clark County,53011
50543.0,Washington,53,Cowlitz County,53015
35123.0,Washington,53,Grays Harbor County,53027
67248.0,Washington,53,Island County,53029
27276.0,Washington,53,Jefferson County,53031
1307321.0,Washington,53,King County,53033
425524.0,Washington,53,Kitsap County,53035
54030.0,Washington,53,Mason County,53045
10130.0,Washington,53,Pacific County,53049
580932.0,Washington,53,Pierce County,53053
20792.0,Washington,53,San Juan County,53055
90148.0,Washington,53,Skagit County,53057
9363.0,Washington,53,Skamania County,53059
203976.0,Washington,53,Snohomish County,53061
189886.0,Washington,53,Thurston County,53067
993.0,Washington,53,Wahkiakum County,53069
130979.0,Washington,53,Whatcom County,53073
121802.0,Alabama,1,Baldwin County,1003
14921.0,Alabama,1,Clarke County,1025
224266.0,Alabama,1,Mobile County,1097
14614.0,Alabama,1,Monroe County,1099
6573.0,Alabama,1,Washington County,1129
71434.0,Florida,12,Bay County,12005
166970.0,Florida,12,Brevard County,12009
15128.0,Florida,12,Broward County,12011
19441.0,Florida,12,Calhoun County,12013
4242.0,Florida,12,Charlotte County,12015
114839.0,Florida,12,Citrus County,12017
90975.0,Florida,12,Clay County,12019
13585.0,Florida,12,Collier County,12021
19769.0,Florida,12,DeSoto County,12027
13090.0,Florida,12,Dixie County,12029
270523.0,Florida,12,Duval County,12031
195284.0,Florida,12,Escambia County,12033
40725.0,Florida,12,Flagler County,12035
2405.0,Florida,12,Franklin County,12037
27458.0,Florida,12,Gilchrist County,12041
214.0,Florida,12,Glades County,12043
2124.0,Florida,12,Gulf County,12045
3835.0,Florida,12,Hendry County,12051
137180.0,Florida,12,Hernando County,12053
96083.0,Florida,12,Highlands County,12055
631157.0,Florida,12,Hillsborough County,12057
15049.0,Florida,12,Holmes County,12059
35430.0,Florida,12,Indian River County,12061
11876.0,Florida,12,Jefferson County,12065
12469.0,Florida,12,Lafayette County,12067
255540.0,Florida,12,Lake County,12069
1147.0,Florida,12,Lee County,12071
178416.0,Florida,12,Leon County,12073
69048.0,Florida,12,Levy County,12075
227.0,Florida,12,Liberty County,12077
97258.0,Florida,12,Manatee County,12081
313327.0,Florida,12,Marion County,12083
11477.0,Florida,12,Martin County,12085
25129.0,Florida,12,Miami0Dade County,12086
41368.0,Florida,12,Monroe County,12087
19695.0,Florida,12,Nassau County,12089
7239.0,Florida,12,Okaloosa County,12091
600.0,Florida,12,Okeechobee County,12093
722911.0,Florida,12,Orange County,12095
230154.0,Florida,12,Osceola County,12097
88008.0,Florida,12,Palm Beach County,12099
157629.0,Florida,12,Pasco County,12101
355806.0,Florida,12,Pinellas County,12103
33560.0,Florida,12,Putnam County,12107
47396.0,Florida,12,St. Johns County,12109
38824.0,Florida,12,St. Lucie County,12111
88579.0,Florida,12,Santa Rosa County,12113
138876.0,Florida,12,Sarasota County,12115
277441.0,Florida,12,Seminole County,12117
29427.0,Florida,12,Taylor County,12123
206563.0,Florida,12,Volusia County,12127
11380.0,Florida,12,Wakulla County,12129
37590.0,Florida,12,Walton County,12131
42387.0,Florida,12,Washington County,12133
13963.0,Georgia,13,Brantley County,13025
10038.0,Georgia,13,Bryan County,13029
1824.0,Georgia,13,Camden County,13039
6271.0,Georgia,13,Charlton County,13049
30649.0,Georgia,13,Chatham County,13051
34778.0,Georgia,13,Effingham County,13103
13413.0,Georgia,13,Glynn County,13127
27229.0,Georgia,13,Liberty County,13179
381.0,Georgia,13,Long County,13183
1478.0,Georgia,13,McIntosh County,13191
21732.0,Georgia,13,Wayne County,13305
10705.0,Mississippi,28,George County,28039
24280.0,Mississippi,28,Hancock County,28045
113747.0,Mississippi,28,Harrison County,28047
23998.0,Mississippi,28,Jackson County,28059
41502.0,Mississippi,28,Pearl River County,28109
12404.0,North Carolina,37,Beaufort County,37013
2680.0,North Carolina,37,Bertie County,37015
23888.0,North Carolina,37,Bladen County,37017
23479.0,North Carolina,37,Brunswick County,37019
25.0,North Carolina,37,Camden County,37029
1748.0,North Carolina,37,Carteret County,37031
7545.0,North Carolina,37,Chowan County,37041
43462.0,North Carolina,37,Columbus County,37047
27592.0,North Carolina,37,Craven County,37049
96.0,North Carolina,37,Currituck County,37053
1771.0,North Carolina,37,Dare County,37055
42710.0,North Carolina,37,Duplin County,37061
39722.0,North Carolina,37,Edgecombe County,37065
13491.0,North Carolina,37,Gates County,37073
12698.0,North Carolina,37,Greene County,37079
70328.0,North Carolina,37,Halifax County,37083
1659.0,North Carolina,37,Hertford County,37091
,North Carolina,37,Hyde County,37095
5607.0,North Carolina,37,Jones County,37103
44089.0,North Carolina,37,Lenoir County,37107
13.0,North Carolina,37,Martin County,37117
67892.0,North Carolina,37,New Hanover County,37129
16282.0,North Carolina,37,Northampton County,37131
65239.0,North Carolina,37,Onslow County,37133
1906.0,North Carolina,37,Pamlico County,37137
